fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,sulfur_ratio,quality
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,0.25,6
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,0.25,6
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,0.35714285714285715,5
7.2,0.57,0.060000000000000026,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,0.3333333333333333,6
9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,0.5208333333333334,5
8.3,0.49,0.36,1.7999999999999998,0.222,6.0,16.0,0.998,3.18,0.6,9.5,0.375,6
11.3,0.3516666666666667,0.45,2.0,0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,0.4,6
11.3,0.34,0.45,2.0,0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,0.4,6
8.2,0.73,0.21,1.7000000000000002,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,0.38461538461538464,5
8.2,0.73,0.21,1.7000000000000002,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,0.38461538461538464,5
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,0.4117647058823529,6
8.6,0.8,0.10999999999999999,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,0.3870967741935484,5
8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,0.5172413793103449,5
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,0.40816326530612246,5
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,0.5517241379310345,6
8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,0.5517241379310345,5
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,0.3333333333333333,5
9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,0.23026315789473684,5
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,0.3333333333333333,5
7.7,0.66,0.04000000000000001,1.6,0.03900000000000001,3.9999999999999982,9.0,0.9962,3.4,0.47,9.4,0.44444444444444425,5
8.1,0.38,0.48,1.7999999999999998,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,0.29411764705882354,5
9.2,0.9199999999999999,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,0.12903225806451613,5
8.6,0.49,0.51,2.0,0.42199999999999993,16.0,62.0,0.9979,3.03,1.17,9.0,0.25806451612903225,5
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,0.1721311475409836,5
9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,0.192,5
5.1,0.47,0.019999999999999962,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,0.4090909090909091,6
7.0,0.65,0.019999999999999962,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,0.32,6
9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,0.25,5
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,0.2631578947368421,6
10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,0.29545454545454547,6
7.0,0.65,0.019999999999999962,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,0.32,6
7.0,0.64,0.019999999999999962,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,0.391304347826087,6
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,0.2619047619047619,4
9.1,0.765,0.04000000000000001,1.6,0.078,3.9999999999999982,14.0,0.998,3.29,0.54,9.7,0.2857142857142856,4
8.4,1.035,0.15000000000000002,6.0,0.073,11.0,54.0,0.999,3.37,0.49,9.9,0.2037037037037037,5
7.0,0.78,0.08000000000000002,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,0.5263157894736842,5
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,0.43243243243243246,5
7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,0.3142857142857143,6
10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,0.25,5
8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,0.14285714285714285,5
9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,0.2727272727272727,5
7.6,0.46,0.10999999999999999,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,0.24489795918367346,5
8.4,0.56,0.04000000000000001,2.0,0.0819999999999999,10.0,39.666666666666664,0.9976,3.22,0.44,9.6,0.25210084033613445,5
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,0.37777777777777777,5
8.4,0.56,0.04000000000000001,2.0,0.0819999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,0.45454545454545453,5
8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,0.330188679245283,5
7.1,0.31000000000000005,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,0.28346456692913385,5
9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,0.38461538461538464,5
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,0.3673469387755102,6
6.4,0.57,0.019999999999999962,1.7999999999999998,0.067,3.9999999999999982,11.0,0.997,3.46,0.68,9.5,0.3636363636363635,5
6.4,0.57,0.019999999999999962,1.7999999999999998,0.067,3.9999999999999982,11.0,0.997,3.46,0.68,9.5,0.3636363636363635,5
6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,0.46551724137931033,6
9.5,0.55,0.66,1.9666666666666668,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,0.32432432432432434,5
8.9,0.875,0.13,3.45,0.088,3.9999999999999982,14.0,0.9994,3.44,0.52,11.5,0.2857142857142856,5
7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,9.6,0.5263157894736842,5
7.0,0.45,0.34,2.7,0.0819999999999999,16.0,72.0,0.998,3.55,0.6,9.5,0.2222222222222222,5
7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,0.23076923076923078,5
7.7,0.9650000000000001,0.1,2.1,0.1119999999999999,11.0,22.0,0.9963,3.26,0.5,9.5,0.5,5
8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65,9.3,0.3275862068965517,6
9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6,9.3,0.5,5
8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,0.75,6
9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.99788,3.21,0.57,9.5,0.2014388489208633,5
11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,0.2079207920792079,5
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,0.42857142857142855,6
8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,0.21052631578947367,6
7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,0.3870967741935484,6
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,0.42857142857142855,6
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,0.425,5
7.6,0.54,0.13,2.5,0.0969999999999999,24.0,66.0,0.99785,3.39,0.61,9.4,0.36363636363636365,5
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,0.425,5
7.8,0.48,0.6800000000000002,1.7000000000000002,0.4149999999999999,14.0,32.0,0.99656,3.09,1.06,9.1,0.4375,6
7.8,0.91,0.07,1.9,0.0579999999999999,22.0,47.0,0.99525,3.51,0.43,10.7,0.46808510638297873,6
6.3,0.98,0.010000000000000009,2.0,0.057,15.0,33.0,0.99488,3.6,0.4600000000000001,11.2,0.45454545454545453,6
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,0.3225806451612903,5
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,0.3225806451612903,5
8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,0.375,5
9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,0.08653846153846154,5
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,0.14285714285714285,5
8.8,0.7,0.0,1.7000000000000002,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,0.42105263157894735,6
9.1,0.68,0.10999999999999999,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,0.25,6
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,0.25,6
8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,0.16216216216216217,5
7.1,0.59,0.019999999999999962,2.3,0.0819999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,0.2553191489361702,6
7.9,0.72,0.010000000000000009,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,0.21875,5
7.1,0.59,0.019999999999999962,2.3,0.0819999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,0.2553191489361702,6
9.4,0.685,0.26,2.4,0.0819999999999999,23.0,143.0,0.9978,3.28,0.55,9.4,0.16083916083916083,5
9.5,0.57,0.27,2.3,0.0819999999999999,23.0,144.0,0.99782,3.27,0.55,9.4,0.1597222222222222,5
7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.4600000000000001,10.0,0.4375,5
6.9,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,0.59,10.3,0.3333333333333333,6
8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,0.20588235294117646,5
7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,0.22826086956521738,5
7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,0.26666666666666666,6
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,0.24324324324324326,5
7.1,0.59,0.010000000000000009,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,0.23529411764705882,5
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,0.18032786885245902,5
10.0,0.56,0.24,2.2,0.08666666666666667,19.0,58.0,0.9991,3.18,0.56,10.1,0.3275862068965517,6
10.0,0.56,0.24,2.2,0.079,19.0,56.0,0.9991,3.18,0.56,10.1,0.3392857142857143,6
8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,0.17647058823529413,5
7.4,0.37,0.43,2.6,0.0819999999999999,18.0,82.0,0.99708,3.33,0.68,9.7,0.21951219512195122,6
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,0.19230769230769232,5
7.1,0.61,0.019999999999999962,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,0.19540229885057472,6
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,0.5384615384615384,5
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,0.2692307692307692,6
10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,0.11666666666666667,5
8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,0.375,5
9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,0.5,7
9.4,0.5,0.34,3.6,0.0819999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,0.35714285714285715,6
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,0.47058823529411764,5
7.7,0.56,0.08000000000000002,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,0.30434782608695654,6
8.4,0.52,0.22,2.7,0.084,3.9999999999999982,18.0,0.99682,3.26,0.57,9.9,0.22222222222222213,6
8.4,0.25,0.39,2.0,0.0409999999999999,3.9999999999999982,10.0,0.99386,3.27,0.71,12.5,0.3999999999999998,7
7.4,0.53,0.12,1.9,0.165,3.9999999999999982,12.0,0.99702,3.26,0.86,9.2,0.3333333333333332,5
7.6,0.48,0.31,2.8,0.07,3.9999999999999982,15.0,0.99693,3.22,0.55,10.3,0.26666666666666655,6
7.3,0.49,0.1,2.6,0.068,3.9999999999999982,14.0,0.99562,3.3,0.47,10.5,0.2857142857142856,5
12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,0.2916666666666667,6
6.9,0.39,0.24,2.1,0.102,3.9999999999999982,7.0,0.99462,3.44,0.58,11.4,0.5714285714285712,4
12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,0.4634146341463415,6
9.1,0.66,0.15000000000000002,3.2,0.0969999999999999,9.0,59.0,0.99976,3.28,0.54,9.6,0.15254237288135594,5
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,0.4090909090909091,5
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,0.38095238095238093,7
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,0.4166666666666667,5
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,0.375,5
7.5,0.27,0.34,1.7999999999999998,0.05,3.9999999999999982,8.0,0.9951,3.4,0.64,11.0,0.4999999999999998,7
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,0.40540540540540543,5
7.5,0.685,0.07,2.5,0.0579999999999999,5.0,9.0,0.99632,3.38,0.55,10.9,0.5555555555555556,4
5.9,0.61,0.08000000000000002,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,0.6666666666666666,6
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,0.7058823529411765,4
6.7,0.28,0.28,2.4,0.011999999999999997,36.0,100.0,0.99064,3.26,0.39,11.7,0.36,7
6.7,0.28,0.28,2.4,0.011999999999999997,36.0,100.0,0.99064,3.26,0.39,11.7,0.36,7
10.1,0.31000000000000005,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,0.32142857142857145,7
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,0.5,6
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,0.09782608695652174,5
6.4,0.64,0.21,1.7999999999999998,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,0.45161290322580644,5
7.4,0.68,0.16,1.7999999999999998,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,0.3076923076923077,6
6.4,0.64,0.21,1.7999999999999998,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,0.45161290322580644,5
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,0.4090909090909091,5
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,0.4090909090909091,5
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,0.7454545454545455,6
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,0.7454545454545455,6
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,0.7454545454545455,6
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,0.3404255319148936,7
11.7,0.28,0.47,1.7000000000000002,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,0.53125,7
7.2,0.62,0.060000000000000026,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,0.17647058823529413,5
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,0.28,5
7.2,0.62,0.060000000000000026,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,0.20238095238095238,5
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,0.18604651162790697,5
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,0.782608695652174,5
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,0.5833333333333334,4
8.8,0.31000000000000005,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,0.4375,7
7.7,0.715,0.010000000000000009,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,0.7209302325581395,6
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,0.8571428571428571,6
8.4,0.31000000000000005,0.29,3.1,0.1939999999999999,14.0,26.0,0.99536,3.22,0.78,12.0,0.5384615384615384,6
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,0.43478260869565216,6
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,0.3,5
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,0.2857142857142857,6
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,0.5,6
10.7,0.9,0.34,6.6,0.1119999999999999,23.0,99.0,1.00289,3.22,0.68,9.3,0.23232323232323232,5
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,0.18604651162790697,5
10.1,0.45,0.23,1.9,0.0819999999999999,10.0,18.0,0.99774,3.22,0.65,9.3,0.5555555555555556,6
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,0.18604651162790697,5
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,0.19318181818181818,6
7.1,0.59,0.010000000000000009,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,0.627906976744186,6
8.3,0.31000000000000005,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,0.3953488372093023,7
7.1,0.59,0.010000000000000009,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,0.627906976744186,6
8.3,0.31000000000000005,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,0.3953488372093023,7
8.9,0.31000000000000005,0.36,2.6,0.0559999999999999,10.0,39.0,0.99562,3.4,0.69,11.8,0.2564102564102564,5
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,0.48484848484848486,7
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,0.48484848484848486,7
6.8,0.59,0.060000000000000026,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,0.6111111111111112,7
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,0.15384615384615385,5
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,0.6666666666666666,6
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,0.5573770491803278,6
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,0.2727272727272727,6
10.0,0.46,0.44,2.9,0.065,3.9999999999999982,8.0,0.99674,3.33,0.62,12.2,0.4999999999999998,6
8.299999999999999,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,0.5,6
5.3,0.715,0.19,1.8666666666666667,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,0.11290322580645161,5
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,0.4050632911392405,6
8.4,0.62,0.12,1.7999999999999998,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,0.8260869565217391,6
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,0.43478260869565216,5
8.4,0.62,0.12,1.7999999999999998,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,0.8260869565217391,6
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,0.5,5
8.6,0.21999999999999997,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,0.6883116883116883,7
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,0.7123287671232876,6
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,0.14666666666666667,4
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,0.5,5
8.7,0.33000000000000007,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,0.5263157894736842,7
7.4,0.61,0.010000000000000009,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,0.34210526315789475,5
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,0.4393939393939394,6
6.6,0.61,0.010000000000000009,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,0.32,5
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,0.2638888888888889,6
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,0.6363636363636364,5
9.9,0.27,0.49,5.0,0.0819999999999999,9.0,17.0,0.99484,3.19,0.52,12.5,0.5294117647058824,7
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,0.25,7
8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,0.4583333333333333,7
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,0.4583333333333333,7
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,0.5,7
8.9,0.12,0.45,1.7999999999999998,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,0.47619047619047616,7
8.9,0.12,0.45,1.7999999999999998,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,0.47619047619047616,7
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,0.5,7
8.2,0.31000000000000005,0.4,2.2,0.0579999999999999,6.0,10.0,0.99536,3.31,0.68,11.2,0.6,7
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,0.5555555555555556,7
8.5,0.20999999999999996,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,0.391304347826087,5
9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,0.5,6
6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,0.6944444444444444,7
8.5,0.47,0.27,1.9,0.0579999999999999,18.0,38.0,0.99518,3.16,0.85,11.1,0.47368421052631576,6
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,0.3888888888888889,5
6.6,0.57,0.019999999999999962,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,0.375,5
8.5,0.47,0.27,1.9,0.0579999999999999,18.0,38.0,0.99518,3.16,0.85,11.1,0.47368421052631576,6
8.5,0.66,0.2,2.1,0.0969999999999999,23.0,113.0,0.99733,3.13,0.48,9.2,0.20353982300884957,5
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,0.6304347826086957,6
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,0.6,6
8.8,0.33000000000000007,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,0.5384615384615384,7
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,0.4861111111111111,5
8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,0.2605042016806723,5
7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,0.3103448275862069,7
