fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,sulfur_ratio,quality
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,0.6111111111111112,6
7.6,1.58,0.0,2.1,0.1369999999999999,5.0,9.0,0.99476,3.5,0.4,10.9,0.5555555555555556,3
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,0.5357142857142857,6
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,0.3508771929824561,6
9.1,0.37,0.32,2.1,0.064,3.9999999999999982,15.0,0.99576,3.3,0.8,11.2,0.26666666666666655,6
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,0.3088235294117647,5
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,0.2727272727272727,5
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,0.24175824175824176,5
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,0.42857142857142855,5
6.5,0.51,0.15000000000000002,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,0.4444444444444444,6
8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,0.34146341463414637,5
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,0.18681318681318682,6
5.4,0.74,0.0,1.2,0.0409999999999999,16.0,46.0,0.99258,4.01,0.59,12.5,0.34782608695652173,6
9.1,0.76,0.6800000000000002,1.7000000000000002,0.4139999999999999,18.0,64.0,0.99652,2.9,1.33,9.1,0.28125,6
5.0,0.74,0.0,1.2,0.0409999999999999,16.0,46.0,0.99258,4.01,0.59,12.5,0.34782608695652173,6
9.1,0.34,0.42,1.7999999999999998,0.0579999999999999,9.0,18.0,0.99392,3.18,0.55,11.4,0.5,5
6.7,0.46,0.24,1.7000000000000002,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,0.5294117647058824,6
6.7,0.46,0.24,1.7000000000000002,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,0.5294117647058824,6
6.7,0.46,0.24,1.7000000000000002,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,0.5294117647058824,6
6.7,0.46,0.24,1.7000000000000002,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,0.5294117647058824,6
6.5,0.52,0.10999999999999999,1.7999999999999998,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,0.34210526315789475,5
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,0.18681318681318682,6
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,0.18681318681318682,6
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.4600000000000001,9.2,0.4626865671641791,5
8.4,0.39,0.1,1.7000000000000002,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,0.24,6
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,0.25,5
7.2,0.835,0.0,2.0,0.166,3.9999999999999982,11.0,0.99608,3.39,0.52,10.0,0.3636363636363635,5
6.6,0.58,0.019999999999999962,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,0.475,6
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,0.5769230769230769,5
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,0.5769230769230769,5
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,0.5769230769230769,5
7.5,0.51,0.019999999999999962,1.7000000000000002,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,0.41935483870967744,6
7.5,0.51,0.019999999999999962,1.7000000000000002,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,0.41935483870967744,6
7.5,0.51,0.019999999999999962,1.7000000000000002,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,0.41935483870967744,6
7.5,0.51,0.019999999999999962,1.7000000000000002,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,0.41935483870967744,6
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,0.4,5
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,0.35714285714285715,6
6.1,0.59,0.010000000000000009,2.1,0.0559999999999999,5.0,13.0,0.99472,3.52,0.56,11.4,0.38461538461538464,5
7.2,0.655,0.03,1.7999999999999998,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,0.5833333333333334,5
7.2,0.62,0.010000000000000009,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,0.17391304347826086,6
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.4600000000000001,10.3,0.24561403508771928,5
6.1,0.32,0.25,1.7999999999999998,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,0.15625,5
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,0.40298507462686567,6
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,0.5306122448979592,5
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,0.21428571428571427,6
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,0.24074074074074073,5
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,0.21428571428571427,6
7.2,0.605,0.019999999999999962,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,0.3225806451612903,6
7.3,0.74,0.08000000000000002,1.7000000000000002,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,0.2222222222222222,5
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,0.08571428571428572,6
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,0.21621621621621623,6
8.7,0.78,0.51,1.7000000000000002,0.4149999999999999,12.0,66.0,0.99623,3.0,1.17,9.2,0.18181818181818182,5
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,0.35714285714285715,6
8.7,0.78,0.51,1.7000000000000002,0.4149999999999999,12.0,66.0,0.99623,3.0,1.17,9.2,0.18181818181818182,5
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.4600000000000001,10.0,0.22580645161290322,5
7.2,0.45,0.15000000000000002,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,0.35714285714285715,6
7.5,0.57,0.019999999999999962,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,0.3142857142857143,6
7.5,0.57,0.019999999999999962,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,0.3142857142857143,6
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,0.23809523809523808,5
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,0.23809523809523808,5
7.1,0.755,0.15000000000000002,1.7999999999999998,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,0.23809523809523808,5
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,0.4,5
7.4,0.64,0.07,1.7999999999999998,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,0.34782608695652173,5
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,0.14285714285714285,5
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,0.45454545454545453,6
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,0.15151515151515152,5
7.1,0.62,0.060000000000000026,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,0.4166666666666667,5
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,0.3220338983050847,5
8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,0.25,6
8.7,0.675,0.1,1.6,0.09,3.9999999999999982,11.0,0.99745,3.31,0.65,9.55,0.3636363636363635,5
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,0.16346153846153846,5
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,0.4166666666666667,6
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,0.23404255319148937,5
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,0.25,6
7.2,0.33000000000000007,0.33,1.7000000000000002,0.061,3.0,13.0,0.996,3.23,1.1,10.0,0.23076923076923078,8
8.0,0.5,0.39,2.6,0.0819999999999999,12.0,46.0,0.9985,3.43,0.62,10.7,0.2608695652173913,6
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,0.7407407407407407,6
8.1,0.29000000000000004,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,0.660377358490566,7
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,0.7407407407407407,6
6.6,0.96,0.0,1.7999999999999998,0.0819999999999999,5.0,16.0,0.9936,3.5,0.44,11.9,0.3125,6
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,0.42105263157894735,6
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,0.1348314606741573,5
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,0.2,5
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,0.4444444444444444,5
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,0.2,5
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,0.5675675675675675,7
7.8,0.53,0.010000000000000009,1.6,0.077,3.0,19.0,0.995,3.16,0.4600000000000001,9.8,0.15789473684210525,5
7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,0.24060150375939848,5
7.8,0.53,0.010000000000000009,1.6,0.077,3.0,19.0,0.995,3.16,0.4600000000000001,9.8,0.15789473684210525,5
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,0.41379310344827586,5
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,0.7090909090909091,6
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,0.45161290322580644,4
7.6,0.41,0.33,2.0666666666666664,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,0.2608695652173913,5
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,0.4909090909090909,5
7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,0.5671641791044776,5
7.4,0.41,0.24,1.7999999999999998,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,0.3829787234042553,5
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,0.17567567567567569,6
6.1,0.4,0.16,1.7999999999999998,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,0.44,7
10.2,0.54,0.37,15.400000000000002,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,0.5789473684210527,6
10.0,0.38,0.38,1.6,0.1689999999999999,27.0,90.0,0.99914,3.15,0.65,8.5,0.3,5
6.8,0.915,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,0.38461538461538464,5
7.3,0.67,0.019999999999999962,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.066666666666698,0.33695652173913043,6
6.9,0.58,0.2,1.75,0.0579999999999999,8.0,22.0,0.99322,3.38,0.49,11.7,0.36363636363636365,5
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,0.19387755102040816,6
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,0.5641025641025641,5
7.2,0.38,0.31,2.0,0.0559999999999999,15.0,29.0,0.99472,3.23,0.76,11.3,0.5172413793103449,8
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,0.5357142857142857,7
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,0.47058823529411764,7
6.6,0.58,0.019999999999999962,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,0.6981132075471698,7
11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,0.30434782608695654,6
6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,0.5294117647058824,6
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,0.3176470588235294,5
8.4,0.29000000000000004,0.4,1.7000000000000002,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,0.4,5
7.9,0.2,0.35,1.7000000000000002,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,0.4666666666666667,7
6.4,0.42,0.09,2.3,0.054,34.0,64.0,0.99724,3.41,0.68,10.4,0.53125,6
6.2,0.785,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,0.46153846153846156,4
6.9,0.63,0.010000000000000009,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,0.358974358974359,6
6.8,0.59,0.1,1.7000000000000002,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,0.6415094339622641,5
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,0.5740740740740741,7
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,0.5740740740740741,7
7.3,0.98,0.04999999999999999,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,0.40816326530612246,3
10.0,0.69,0.10999999999999999,1.4,0.084,8.0,24.0,0.99578,2.88,0.47,9.7,0.3333333333333333,5
6.7,0.7,0.08000000000000002,3.75,0.067,8.0,16.0,0.99334,3.43,0.52,12.6,0.5,5
7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,0.5227272727272727,6
6.1,0.6,0.08000000000000002,1.7999999999999998,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,0.3111111111111111,5
9.9,0.5,0.5,13.799999999999999,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,0.5853658536585366,5
5.3,0.47,0.10999999999999999,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.566666666666698,0.1797752808988764,7
9.9,0.5,0.5,13.799999999999999,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,0.5853658536585366,5
5.3,0.47,0.10999999999999999,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,0.1797752808988764,7
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,0.45454545454545453,5
5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62,10.1,0.46153846153846156,4
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,0.45454545454545453,5
8.1,0.33000000000000007,0.44,1.5,0.042,6.0,12.0,0.99542,3.35,0.61,10.7,0.5,5
7.0,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,0.32,5
6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,0.391304347826087,5
6.0,0.64,0.04999999999999999,1.9,0.066,9.0,17.0,0.99496,3.52,0.78,10.6,0.5294117647058824,5
5.6,0.54,0.04000000000000001,1.7000000000000002,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,0.38461538461538464,5
7.1,0.21999999999999997,0.49,1.7999999999999998,0.03900000000000001,8.0,18.0,0.99344,3.39,0.56,12.4,0.4444444444444444,6
6.2,0.65,0.060000000000000026,1.6,0.05,6.0,18.0,0.99348,3.57,0.54,11.95,0.3333333333333333,5
7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,0.1564625850340136,5
6.4,0.31000000000000005,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,0.5357142857142857,7
7.0,0.43,0.019999999999999962,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,0.5357142857142857,6
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,0.4375,6
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,0.4375,6
7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,0.328125,5
6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.99555,3.51,0.69,11.0,0.42857142857142855,6
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,0.4166666666666667,6
6.7,0.76,0.019999999999999962,1.7999999999999998,0.078,6.0,12.0,0.996,3.55,0.63,9.95,0.5,3
6.8,0.81,0.04999999999999999,2.0,0.07,6.0,14.0,0.99562,3.51,0.66,10.8,0.42857142857142855,6
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,0.4166666666666667,6
7.1,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,0.68,6
7.9,0.18,0.4,1.7999999999999998,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,0.35,5
6.4,0.36,0.21,2.2,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,0.5416666666666666,6
7.1,0.69,0.04000000000000001,2.1,0.068,19.0,27.0,0.99712,3.44,0.67,9.8,0.7037037037037037,5
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,0.24615384615384617,6
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.25,0.24615384615384617,6
6.5,0.53,0.060000000000000026,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,0.6590909090909091,6
7.4,0.47,0.46,2.2,0.114,7.0,20.0,0.99647,3.32,0.63,10.5,0.35,5
6.6,0.7,0.08000000000000002,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,0.5185185185185185,5
6.1,0.41666666666666663,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,0.39655172413793105,5
6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,0.47540983606557374,5
6.7,0.48,0.08000000000000002,2.1,0.064,18.0,34.0,0.99552,3.33,0.64,9.7,0.5294117647058824,5
6.8,0.47,0.08000000000000002,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,0.47368421052631576,6
7.9,0.29000000000000004,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67,10.1,0.3559322033898305,6
7.1,0.69,0.08000000000000002,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,0.8076923076923077,6
6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,0.5,6
6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,0.4642857142857143,5
7.2,0.53,0.13,2.0,0.0579999999999999,18.0,22.0,0.99573,3.21,0.68,9.9,0.8181818181818182,6
7.366666666666666,0.39,0.3,1.9,0.074,32.0,84.0,0.99717,3.39,0.61,9.0,0.38095238095238093,5
6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,0.4482758620689655,7
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,0.42857142857142855,6
6.2,0.64,0.09,2.5,0.081,15.0,26.0,0.99538,3.57,0.63,12.0,0.5769230769230769,5
8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,0.631578947368421,7
6.5,0.63,0.33,1.7999999999999998,0.059,16.0,28.0,0.99531,3.36,0.64,10.1,0.5714285714285714,6
7.0,0.57,0.019999999999999962,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,0.6538461538461539,5
11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,0.38,5
7.4,0.36,0.3,1.7999999999999998,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,0.7083333333333334,8
7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,0.6666666666666666,5
6.3,0.68,0.010000000000000009,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,0.5925925925925926,6
7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,0.6428571428571429,5
7.0,0.56,0.17,1.7000000000000002,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,0.625,7
6.6,0.88,0.04000000000000001,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,0.6,5
6.6,0.855,0.019999999999999962,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,0.6521739130434783,6
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,0.2366412213740458,5
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,0.2366412213740458,5
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,0.2366412213740458,5
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,0.6,5
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,0.6,5
6.7,0.67,0.019999999999999962,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,0.6190476190476191,6
6.7,0.16000000000000003,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,0.46153846153846156,6
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,0.6,5
7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,0.5952380952380952,5
6.2,0.51,0.14,1.9,0.0559999999999999,15.0,34.0,0.99396,3.48,0.57,11.5,0.4411764705882353,6
6.4,0.38,0.14,2.1333333333333333,0.038,15.0,25.0,0.99514,3.44,0.65,11.1,0.6,6
7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,0.33653846153846156,5
6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,0.3,6
7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.9937866666666667,3.26,0.64,11.8,0.6,6
8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,0.5517241379310345,6
6.2,0.7,0.15000000000000002,5.1,0.076,13.0,27.0,0.99622,3.54,0.6,11.9,0.48148148148148145,6
6.8,0.67,0.15000000000000002,1.7999999999999998,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,0.65,6
6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,0.48148148148148145,5
6.2,0.46,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,0.32653061224489793,5
6.7,0.32,0.44,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,0.7058823529411765,7
7.5,0.31000000000000005,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,0.5666666666666667,6
5.8,0.61,0.10999999999999999,1.7999999999999998,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,0.6428571428571429,6
6.3,0.55,0.15000000000000002,1.7999999999999998,0.077,26.0,35.0,0.99314,3.32,0.82,11.6,0.7428571428571429,6
5.4,0.74,0.09,1.7000000000000002,0.089,16.0,26.0,0.99402,3.67,0.56,11.6,0.6153846153846154,6
6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,0.725,6
6.8,0.62,0.08000000000000002,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,0.7368421052631579,6
6.2,0.6,0.08000000000000002,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,0.7272727272727273,5
5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,0.7647058823529411,6
5.9,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,0.7272727272727273,5
